original_text,cleaned_text,case_folding,tokenized_text,normalized_text,stopword_removed
"semoga kedepannya selalu tepat waktu		",semoga kedepannya selalu tepat waktu,semoga kedepannya selalu tepat waktu,"['semoga', 'kedepannya', 'selalu', 'tepat', 'waktu']","['semoga', 'ke depannya', 'selalu', 'tepat', 'waktu']","['semoga', 'ke depannya', 'selalu', 'tepat', 'waktu']"
"Acaranya sudah sangat baik		",Acaranya sudah sangat baik,acaranya sudah sangat baik,"['acaranya', 'sudah', 'sangat', 'baik']","['acara', 'sudah', 'sangat', 'baik']","['acara', 'baik']"
"Semoga kegiatan kedepan lebih menarik kembali		",Semoga kegiatan kedepan lebih menarik kembali,semoga kegiatan kedepan lebih menarik kembali,"['semoga', 'kegiatan', 'kedepan', 'lebih', 'menarik', 'kembali']","['semoga', 'acara', 'ke depannya', 'lebih', 'seru', 'kembali']","['semoga', 'acara', 'ke depannya', 'seru']"
"terima kasih untuk pemateri atas ilmunya		",terima kasih untuk pemateri atas ilmunya,terima kasih untuk pemateri atas ilmunya,"['terima', 'kasih', 'untuk', 'pemateri', 'atas', 'ilmunya']","['terima', 'kasih', 'untuk', 'narasumber', 'atas', 'pengalaman']","['terima', 'kasih', 'narasumber', 'atas', 'pengalaman']"
"Semoga acara berjalan dengan baik dan lancar.		",Semoga acara berjalan dengan baik dan lancar,semoga acara berjalan dengan baik dan lancar,"['semoga', 'acara', 'berjalan', 'dengan', 'baik', 'dan', 'lancar']","['semoga', 'acara', 'terlaksana', 'dengan', 'baik', 'dan', 'sukses']","['semoga', 'acara', 'terlaksana', 'baik', 'sukses']"
"Untuk total orang yang bisa mengikuti zoom bisa di perbanyak lagi.		",Untuk total orang yang bisa mengikuti zoom bisa di perbanyak lagi,untuk total orang yang bisa mengikuti zoom bisa di perbanyak lagi,"['untuk', 'total', 'orang', 'yang', 'bisa', 'mengikuti', 'zoom', 'bisa', 'di', 'perbanyak', 'lagi']","['untuk', 'total', 'narasumber', 'yang', 'bisa', 'ikut', 'zoom', 'bisa', 'di', 'banyak', 'lagi']","['total', 'narasumber', 'ikut', 'zoom', 'banyak']"
"Seru banget tidak ada kritik dan saran		",Seru banget tidak ada kritik dan saran,seru banget tidak ada kritik dan saran,"['seru', 'banget', 'tidak', 'ada', 'kritik', 'dan', 'saran']","['menarik', 'sekali', 'tidak', 'ada', 'kritik', 'dan', 'usulan']","['menarik', 'sekali', 'kritik', 'usulan']"
"Saya sudah join dari sebelum acara di mulai tetapi saat acara sudah dimulai ada kendala jaringan sehingga keluar dari room tapi tidak bisa kembali join karena keterbatasan room zoom.		",Saya sudah join dari sebelum acara di mulai tetapi saat acara sudah dimulai ada kendala jaringan sehingga keluar dari room tapi tidak bisa kembali join karena keterbatasan room zoom,saya sudah join dari sebelum acara di mulai tetapi saat acara sudah dimulai ada kendala jaringan sehingga keluar dari room tapi tidak bisa kembali join karena keterbatasan room zoom,"['saya', 'sudah', 'join', 'dari', 'sebelum', 'acara', 'di', 'mulai', 'tetapi', 'saat', 'acara', 'sudah', 'dimulai', 'ada', 'kendala', 'jaringan', 'sehingga', 'keluar', 'dari', 'room', 'tapi', 'tidak', 'bisa', 'kembali', 'join', 'karena', 'keterbatasan', 'room', 'zoom']","['saya', 'sudah', 'gabung', 'dari', 'sebelum', 'acara', 'di', 'mulai', 'tetapi', 'saat', 'acara', 'sudah', 'mulai', 'ada', 'kendala', 'jaringan', 'sehingga', 'keluar', 'dari', 'ruang', 'tetapi', 'tidak', 'bisa', 'kembali', 'gabung', 'karena', 'terbatas', 'ruang', 'zoom']","['gabung', 'acara', 'mulai', 'acara', 'mulai', 'kendala', 'jaringan', 'keluar', 'ruang', 'gabung', 'terbatas', 'ruang', 'zoom']"
"accara sangat baik dan tidak ada kendala		",accara sangat baik dan tidak ada kendala,accara sangat baik dan tidak ada kendala,"['accara', 'sangat', 'baik', 'dan', 'tidak', 'ada', 'kendala']","['acara', 'sangat', 'baik', 'dan', 'tidak', 'ada', 'kendala']","['acara', 'baik', 'kendala']"
"Bagus dan seru acaranya serta banyak ilmu yang bisa diambil dari acara webinar nasional ini		",Bagus dan seru acaranya serta banyak ilmu yang bisa diambil dari acara webinar nasional ini,bagus dan seru acaranya serta banyak ilmu yang bisa diambil dari acara webinar nasional ini,"['bagus', 'dan', 'seru', 'acaranya', 'serta', 'banyak', 'ilmu', 'yang', 'bisa', 'diambil', 'dari', 'acara', 'webinar', 'nasional', 'ini']","['keren', 'dan', 'menarik', 'acara', 'serta', 'banyak', 'pengalaman', 'yang', 'bisa', 'ambil', 'dari', 'acara', 'seminar', 'nasional', 'ini']","['keren', 'menarik', 'acara', 'banyak', 'pengalaman', 'ambil', 'acara', 'seminar', 'nasional']"
"Kegiatan yang sangat bermanfaat		",Kegiatan yang sangat bermanfaat,kegiatan yang sangat bermanfaat,"['kegiatan', 'yang', 'sangat', 'bermanfaat']","['acara', 'yang', 'sangat', 'bermanfaat']","['acara', 'bermanfaat']"
"mungkin kedepannya sesi tanya jawab bisa di perpanjang		",mungkin kedepannya sesi tanya jawab bisa di perpanjang,mungkin kedepannya sesi tanya jawab bisa di perpanjang,"['mungkin', 'kedepannya', 'sesi', 'tanya', 'jawab', 'bisa', 'di', 'perpanjang']","['mungkin', 'ke depannya', 'sesi', 'tanya', 'jawab', 'bisa', 'di', 'perpanjang']","['mungkin', 'ke depannya', 'sesi', 'tanya', 'jawab', 'perpanjang']"
"acaranya berlangsung dengan baik dan baguss		",acaranya berlangsung dengan baik dan baguss,acaranya berlangsung dengan baik dan baguss,"['acaranya', 'berlangsung', 'dengan', 'baik', 'dan', 'baguss']","['acara', 'dilaksanakan', 'dengan', 'baik', 'dan', 'keren']","['acara', 'dilaksanakan', 'baik', 'keren']"
"keren banget acaranya dan pembicaranya juga keren-keren jadi dapet banyak ilmu baru		",keren banget acaranya dan pembicaranya juga kerenkeren jadi dapet banyak ilmu baru,keren banget acaranya dan pembicaranya juga kerenkeren jadi dapet banyak ilmu baru,"['keren', 'banget', 'acaranya', 'dan', 'pembicaranya', 'juga', 'kerenkeren', 'jadi', 'dapet', 'banyak', 'ilmu', 'baru']","['keren', 'sekali', 'acara', 'dan', 'narasumber', 'juga', 'keren', 'jadi', 'dapat', 'banyak', 'pengalaman', 'inovatif']","['keren', 'sekali', 'acara', 'narasumber', 'keren', 'banyak', 'pengalaman', 'inovatif']"
"Acara berjalan dengan baik dan lancar, penyampaian materi juga menarik		",Acara berjalan dengan baik dan lancar penyampaian materi juga menarik,acara berjalan dengan baik dan lancar penyampaian materi juga menarik,"['acara', 'berjalan', 'dengan', 'baik', 'dan', 'lancar', 'penyampaian', 'materi', 'juga', 'menarik']","['acara', 'terlaksana', 'dengan', 'baik', 'dan', 'sukses', 'penyampaian', 'materi', 'juga', 'seru']","['acara', 'terlaksana', 'baik', 'sukses', 'penyampaian', 'materi', 'seru']"
"Acara sudah berjalan dengan baik		",Acara sudah berjalan dengan baik,acara sudah berjalan dengan baik,"['acara', 'sudah', 'berjalan', 'dengan', 'baik']","['acara', 'sudah', 'terlaksana', 'dengan', 'baik']","['acara', 'terlaksana', 'baik']"
"Lebih banyak lagi Webinarnya..mantaap		",Lebih banyak lagi Webinarnya mantaap,lebih banyak lagi webinarnya mantaap,"['lebih', 'banyak', 'lagi', 'webinarnya', 'mantaap']","['lebih', 'banyak', 'lagi', 'seminar', 'baik']","['banyak', 'seminar', 'baik']"
"Mantap, semoga tahun depan bisa lebih bagus lagi, amiin		",Mantap semoga tahun depan bisa lebih bagus lagi amiin,mantap semoga tahun depan bisa lebih bagus lagi amiin,"['mantap', 'semoga', 'tahun', 'depan', 'bisa', 'lebih', 'bagus', 'lagi', 'amiin']","['baik', 'semoga', 'waktu', 'depan', 'bisa', 'lebih', 'keren', 'lagi', 'amin']","['baik', 'semoga', 'waktu', 'depan', 'keren']"
"Acaranya sangat bermanfaat		",Acaranya sangat bermanfaat,acaranya sangat bermanfaat,"['acaranya', 'sangat', 'bermanfaat']","['acara', 'sangat', 'bermanfaat']","['acara', 'bermanfaat']"
"webinar ini bermanfaat banget buat generasi z karena sebagai pembelajaran peran generasi z dalam mewujudkan tatanan kehidupan baru dunia digital pasca pandemi covid 19		",webinar ini bermanfaat banget buat generasi z karena sebagai pembelajaran peran generasi z dalam mewujudkan tatanan kehidupan baru dunia digital pasca pandemi covid,webinar ini bermanfaat banget buat generasi z karena sebagai pembelajaran peran generasi z dalam mewujudkan tatanan kehidupan baru dunia digital pasca pandemi covid,"['webinar', 'ini', 'bermanfaat', 'banget', 'buat', 'generasi', 'z', 'karena', 'sebagai', 'pembelajaran', 'peran', 'generasi', 'z', 'dalam', 'mewujudkan', 'tatanan', 'kehidupan', 'baru', 'dunia', 'digital', 'pasca', 'pandemi', 'covid']","['seminar', 'ini', 'bermanfaat', 'sekali', 'buat', 'generasi', 'z', 'karena', 'sebagai', 'belajar', 'peran', 'generasi', 'z', 'dalam', 'menghasilkan', 'tatanan', 'kehidupan', 'inovatif', 'dunia', 'digital', 'pasca', 'pandemi', 'covid']","['seminar', 'bermanfaat', 'sekali', 'buat', 'generasi', 'z', 'belajar', 'peran', 'generasi', 'z', 'menghasilkan', 'tatanan', 'kehidupan', 'inovatif', 'dunia', 'digital', 'pasca', 'pandemi', 'covid']"
"Acaranya bagus dan menarik		",Acaranya bagus dan menarik,acaranya bagus dan menarik,"['acaranya', 'bagus', 'dan', 'menarik']","['acara', 'keren', 'dan', 'seru']","['acara', 'keren', 'seru']"
"Mungkin bisa ditambahkan icebreaking agar lebih menarik		",Mungkin bisa ditambahkan icebreaking agar lebih menarik,mungkin bisa ditambahkan icebreaking agar lebih menarik,"['mungkin', 'bisa', 'ditambahkan', 'icebreaking', 'agar', 'lebih', 'menarik']","['mungkin', 'bisa', 'tambah', 'permainan', 'agar', 'lebih', 'seru']","['mungkin', 'tambah', 'permainan', 'seru']"
"persiapan yang sedikit kurang		",persiapan yang sedikit kurang,persiapan yang sedikit kurang,"['persiapan', 'yang', 'sedikit', 'kurang']","['persiapan', 'yang', 'sedikit', 'kurang']","['persiapan', 'sedikit']"
"Bagus acaranya		",Bagus acaranya,bagus acaranya,"['bagus', 'acaranya']","['keren', 'acara']","['keren', 'acara']"
"Tidak ada, sudah terlaksana dengan baik dan menarik		",Tidak ada sudah terlaksana dengan baik dan menarik,tidak ada sudah terlaksana dengan baik dan menarik,"['tidak', 'ada', 'sudah', 'terlaksana', 'dengan', 'baik', 'dan', 'menarik']","['tidak', 'ada', 'sudah', 'terlaksana', 'dengan', 'baik', 'dan', 'seru']","['terlaksana', 'baik', 'seru']"
"lebih luas lagi waktu nya		",lebih luas lagi waktu nya,lebih luas lagi waktu nya,"['lebih', 'luas', 'lagi', 'waktu', 'nya']","['lebih', 'luas', 'lagi', 'waktu', 'nya']","['luas', 'waktu']"
"Sangat bermanfaat materi yang disampaikan		",Sangat bermanfaat materi yang disampaikan,sangat bermanfaat materi yang disampaikan,"['sangat', 'bermanfaat', 'materi', 'yang', 'disampaikan']","['sangat', 'bermanfaat', 'materi', 'yang', 'disampaikan']","['bermanfaat', 'materi', 'disampaikan']"
"tema yang diangkat cukup menarik		",tema yang diangkat cukup menarik,tema yang diangkat cukup menarik,"['tema', 'yang', 'diangkat', 'cukup', 'menarik']","['tema', 'yang', 'diangkat', 'cukup', 'seru']","['tema', 'diangkat', 'cukup', 'seru']"
"jaringan lebih di perbaiki, meskipun sedikit nge-lag sedikit tadi waktu acara dimulai		",jaringan lebih di perbaiki meskipun sedikit ngelag sedikit tadi waktu acara dimulai,jaringan lebih di perbaiki meskipun sedikit ngelag sedikit tadi waktu acara dimulai,"['jaringan', 'lebih', 'di', 'perbaiki', 'meskipun', 'sedikit', 'ngelag', 'sedikit', 'tadi', 'waktu', 'acara', 'dimulai']","['jaringan', 'lebih', 'di', 'perbaiki', 'meskipun', 'sedikit', 'gangguan', 'sedikit', 'tadi', 'waktu', 'acara', 'mulai']","['jaringan', 'perbaiki', 'meskipun', 'sedikit', 'gangguan', 'sedikit', 'tadi', 'waktu', 'acara', 'mulai']"
"Tetap menyelenggarakan event FKBM-IK ditahun-tahun selanjutnya dengan membawa materi yang edukatif :)		",Tetap menyelenggarakan event FKBMIK ditahuntahun selanjutnya dengan membawa materi yang edukatif,tetap menyelenggarakan event fkbmik ditahuntahun selanjutnya dengan membawa materi yang edukatif,"['tetap', 'menyelenggarakan', 'event', 'fkbmik', 'ditahuntahun', 'selanjutnya', 'dengan', 'membawa', 'materi', 'yang', 'edukatif']","['tetap', 'menyelenggarakan', 'acara', 'fkbmik', 'waktu', 'lanjut', 'dengan', 'membawa', 'materi', 'yang', 'pelajaran']","['tetap', 'menyelenggarakan', 'acara', 'fkbmik', 'waktu', 'lanjut', 'membawa', 'materi', 'pelajaran']"
"semogaa bisa ga telat waktunya		",semogaa bisa ga telat waktunya,semogaa bisa ga telat waktunya,"['semogaa', 'bisa', 'ga', 'telat', 'waktunya']","['semoga', 'bisa', 'tidak', 'terlambat', 'waktu']","['semoga', 'terlambat', 'waktu']"
"Sudah keren dan menambah insight.		",Sudah keren dan menambah insight,sudah keren dan menambah insight,"['sudah', 'keren', 'dan', 'menambah', 'insight']","['sudah', 'keren', 'dan', 'tambah', 'pengalaman']","['keren', 'tambah', 'pengalaman']"
"Mungkin ke depannya, dapat dipertahankan kualitas webinarnya.		",Mungkin ke depannya dapat dipertahankan kualitas webinarnya,mungkin ke depannya dapat dipertahankan kualitas webinarnya,"['mungkin', 'ke', 'depannya', 'dapat', 'dipertahankan', 'kualitas', 'webinarnya']","['mungkin', 'ke', 'depan', 'dapat', 'dipertahankan', 'kualitas', 'seminar']","['mungkin', 'depan', 'dipertahankan', 'kualitas', 'seminar']"
"lebih banyak lagi diadain webinar yang sangat bermanfaat seperti ini dan mengundang speaker yang tidak kalah keren kedepannya		",lebih banyak lagi diadain webinar yang sangat bermanfaat seperti ini dan mengundang speaker yang tidak kalah keren kedepannya,lebih banyak lagi diadain webinar yang sangat bermanfaat seperti ini dan mengundang speaker yang tidak kalah keren kedepannya,"['lebih', 'banyak', 'lagi', 'diadain', 'webinar', 'yang', 'sangat', 'bermanfaat', 'seperti', 'ini', 'dan', 'mengundang', 'speaker', 'yang', 'tidak', 'kalah', 'keren', 'kedepannya']","['lebih', 'banyak', 'lagi', 'mengadakan', 'seminar', 'yang', 'sangat', 'bermanfaat', 'seperti', 'ini', 'dan', 'undang', 'narasumber', 'yang', 'tidak', 'kalah', 'keren', 'ke depannya']","['banyak', 'mengadakan', 'seminar', 'bermanfaat', 'undang', 'narasumber', 'kalah', 'keren', 'ke depannya']"
"memulai acaranya dapat tingkatkan lagi untuk ketepatan waktunya.		",memulai acaranya dapat tingkatkan lagi untuk ketepatan waktunya,memulai acaranya dapat tingkatkan lagi untuk ketepatan waktunya,"['memulai', 'acaranya', 'dapat', 'tingkatkan', 'lagi', 'untuk', 'ketepatan', 'waktunya']","['memulai', 'acara', 'dapat', 'tingkatkan', 'lagi', 'untuk', 'ketepatan', 'waktu']","['memulai', 'acara', 'tingkatkan', 'ketepatan', 'waktu']"
"Untuk webinar pagi ini berjalan dengan baik		",Untuk webinar pagi ini berjalan dengan baik,untuk webinar pagi ini berjalan dengan baik,"['untuk', 'webinar', 'pagi', 'ini', 'berjalan', 'dengan', 'baik']","['untuk', 'seminar', 'waktu', 'ini', 'terlaksana', 'dengan', 'baik']","['seminar', 'waktu', 'terlaksana', 'baik']"
"gadaa, seruuu pol acaranya		",gadaa seru pol acaranya,gadaa seru pol acaranya,"['gadaa', 'seru', 'pol', 'acaranya']","['tidak ada', 'menarik', 'banget', 'acara']","['menarik', 'banget', 'acara']"
"Pokoknya keren dan bermanfaat sekali		",Pokoknya keren dan bermanfaat sekali,pokoknya keren dan bermanfaat sekali,"['pokoknya', 'keren', 'dan', 'bermanfaat', 'sekali']","['pokoknya', 'keren', 'dan', 'bermanfaat', 'sekali']","['pokoknya', 'keren', 'bermanfaat', 'sekali']"
"Jika acara dilaksanakan tepat waktu akan lebih baik.		",Jika acara dilaksanakan tepat waktu akan lebih baik,jika acara dilaksanakan tepat waktu akan lebih baik,"['jika', 'acara', 'dilaksanakan', 'tepat', 'waktu', 'akan', 'lebih', 'baik']","['jika', 'acara', 'berlangsung', 'tepat', 'waktu', 'akan', 'lebih', 'baik']","['acara', 'berlangsung', 'tepat', 'waktu', 'baik']"
"Materi yang diberikan sangat bermanfaat		",Materi yang diberikan sangat bermanfaat,materi yang diberikan sangat bermanfaat,"['materi', 'yang', 'diberikan', 'sangat', 'bermanfaat']","['materi', 'yang', 'diberikan', 'sangat', 'bermanfaat']","['materi', 'diberikan', 'bermanfaat']"
"para moderator juga sangat menghibur		",para moderator juga sangat menghibur,para moderator juga sangat menghibur,"['para', 'moderator', 'juga', 'sangat', 'menghibur']","['para', 'moderator', 'juga', 'sangat', 'menghibur']","['moderator', 'menghibur']"
"Materi yang dibawakan cukup menarik.		",Materi yang dibawakan cukup menarik,materi yang dibawakan cukup menarik,"['materi', 'yang', 'dibawakan', 'cukup', 'menarik']","['materi', 'yang', 'disampaikan', 'cukup', 'seru']","['materi', 'disampaikan', 'cukup', 'seru']"
"Untuk panitia sebaiknya acara dimulai dan di akhiri tepat waktu.		",Untuk panitia sebaiknya acara dimulai dan di akhiri tepat waktu,untuk panitia sebaiknya acara dimulai dan di akhiri tepat waktu,"['untuk', 'panitia', 'sebaiknya', 'acara', 'dimulai', 'dan', 'di', 'akhiri', 'tepat', 'waktu']","['untuk', 'penyelenggara', 'sebaiknya', 'acara', 'mulai', 'dan', 'di', 'akhir', 'tepat', 'waktu']","['penyelenggara', 'sebaiknya', 'acara', 'mulai', 'akhir', 'tepat', 'waktu']"
"Sudah bagus dan keren		",Sudah bagus dan keren,sudah bagus dan keren,"['sudah', 'bagus', 'dan', 'keren']","['sudah', 'keren', 'dan', 'keren']","['keren', 'keren']"
"Tidak ada kritik dari saya karena webinar ini sudah berjalan dengan baik		",Tidak ada kritik dari saya karena webinar ini sudah berjalan dengan baik,tidak ada kritik dari saya karena webinar ini sudah berjalan dengan baik,"['tidak', 'ada', 'kritik', 'dari', 'saya', 'karena', 'webinar', 'ini', 'sudah', 'berjalan', 'dengan', 'baik']","['tidak', 'ada', 'kritik', 'dari', 'saya', 'karena', 'seminar', 'ini', 'sudah', 'terlaksana', 'dengan', 'baik']","['kritik', 'seminar', 'terlaksana', 'baik']"
"Sudah bagus dan selanjutnya bisa ditingkatkan		",Sudah bagus dan selanjutnya bisa ditingkatkan,sudah bagus dan selanjutnya bisa ditingkatkan,"['sudah', 'bagus', 'dan', 'selanjutnya', 'bisa', 'ditingkatkan']","['sudah', 'keren', 'dan', 'lanjut', 'bisa', 'ditingkatkan']","['keren', 'lanjut', 'ditingkatkan']"
"acara nya sudah bagus dan menarik		",acara nya sudah bagus dan menarik,acara nya sudah bagus dan menarik,"['acara', 'nya', 'sudah', 'bagus', 'dan', 'menarik']","['acara', 'nya', 'sudah', 'keren', 'dan', 'seru']","['acara', 'keren', 'seru']"
"materi yang disampaikan sudah menarik dan mudah dipahami		",materi yang disampaikan sudah menarik dan mudah dipahami,materi yang disampaikan sudah menarik dan mudah dipahami,"['materi', 'yang', 'disampaikan', 'sudah', 'menarik', 'dan', 'mudah', 'dipahami']","['materi', 'yang', 'disampaikan', 'sudah', 'seru', 'dan', 'mudah', 'paham']","['materi', 'disampaikan', 'seru', 'mudah', 'paham']"
"Semoga ke depan bisa lebih baik lagi dalam mengkoordinir acara		",Semoga ke depan bisa lebih baik lagi dalam mengkoordinir acara,semoga ke depan bisa lebih baik lagi dalam mengkoordinir acara,"['semoga', 'ke', 'depan', 'bisa', 'lebih', 'baik', 'lagi', 'dalam', 'mengkoordinir', 'acara']","['semoga', 'ke', 'depan', 'bisa', 'lebih', 'baik', 'lagi', 'dalam', 'koordinasi', 'acara']","['semoga', 'depan', 'baik', 'koordinasi', 'acara']"
"acara berlangsung dengan lancar		",acara berlangsung dengan lancar,acara berlangsung dengan lancar,"['acara', 'berlangsung', 'dengan', 'lancar']","['acara', 'dilaksanakan', 'dengan', 'sukses']","['acara', 'dilaksanakan', 'sukses']"
"pada saat sebelum acara mungkin bisa memberikan rundown dari awal sampai akhir acara		",pada saat sebelum acara mungkin bisa memberikan rundown dari awal sampai akhir acara,pada saat sebelum acara mungkin bisa memberikan rundown dari awal sampai akhir acara,"['pada', 'saat', 'sebelum', 'acara', 'mungkin', 'bisa', 'memberikan', 'rundown', 'dari', 'awal', 'sampai', 'akhir', 'acara']","['pada', 'saat', 'sebelum', 'acara', 'mungkin', 'bisa', 'memberi', 'susunan', 'dari', 'awal', 'sampai', 'akhir', 'acara']","['acara', 'mungkin', 'memberi', 'susunan', 'awal', 'akhir', 'acara']"
"Cukup baik dalam penyampaian materi, sharing pengalaman yang dapat membantu kita untuk ke depan		",Cukup baik dalam penyampaian materi sharing pengalaman yang dapat membantu kita untuk ke depan,cukup baik dalam penyampaian materi sharing pengalaman yang dapat membantu kita untuk ke depan,"['cukup', 'baik', 'dalam', 'penyampaian', 'materi', 'sharing', 'pengalaman', 'yang', 'dapat', 'membantu', 'kita', 'untuk', 'ke', 'depan']","['cukup', 'baik', 'dalam', 'penyampaian', 'materi', 'berbagi', 'pengalaman', 'yang', 'dapat', 'membantu', 'kita', 'untuk', 'ke', 'depan']","['cukup', 'baik', 'penyampaian', 'materi', 'berbagi', 'pengalaman', 'membantu', 'depan']"
